date,city,l1_category,l2_category,est_qty_sold
2025-03-18,Ghaziabad,Munchies,Bhujia & Mixtures,77
2025-03-01,Visakhapatnam,Munchies,Papad & Fryums,9
2025-03-05,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-05,Pune,Munchies,Papad & Fryums,228
2025-03-31,Zirakpur,Munchies,Bhujia & Mixtures,25
2025-03-08,Noida,Munchies,Bhujia & Mixtures,388
2025-03-06,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-18,Mumbai,Munchies,Papad & Fryums,101
2025-03-28,Ludhiana,Munchies,Bhujia & Mixtures,18
2025-03-09,Lucknow,Munchies,Bhujia & Mixtures,40
2025-03-24,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-04-02,Bengaluru,Munchies,Bhujia & Mixtures,0
2025-03-19,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-22,Sonipat,Munchies,Bhujia & Mixtures,8
2025-03-30,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-04,Nellore,Munchies,Bhujia & Mixtures,4
2025-03-10,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-08,Guntur,Munchies,Papad & Fryums,0
2025-03-22,Kharar,Munchies,Bhujia & Mixtures,16
2025-03-27,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-07,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-13,Guntur,Munchies,Bhujia & Mixtures,9
2025-03-28,Navsari,Munchies,Bhujia & Mixtures,0
2025-03-13,Mangaluru,Munchies,Bhujia & Mixtures,24
2025-03-28,Coimbatore,Munchies,Papad & Fryums,6
2025-03-13,Mysore,Munchies,Papad & Fryums,0
2025-03-03,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-07,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-30,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-28,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-18,Bengaluru,Munchies,Papad & Fryums,34
2025-03-22,Mohali,Munchies,Bhujia & Mixtures,32
2025-03-28,Mohali,Munchies,Bhujia & Mixtures,0
2025-03-04,Ahmedabad,Munchies,Bhujia & Mixtures,52
2025-03-08,Kundli,Munchies,Bhujia & Mixtures,8
2025-03-24,Bengaluru,Munchies,Papad & Fryums,18
2025-03-06,Chandigarh,Munchies,Bhujia & Mixtures,12
2025-04-02,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-11,Agra,Munchies,Bhujia & Mixtures,32
2025-03-21,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-21,Faridabad,Munchies,Bhujia & Mixtures,8
2025-03-18,Madurai,Munchies,Papad & Fryums,0
2025-03-30,Madurai,Munchies,Papad & Fryums,0
2025-03-04,Chennai,Munchies,Papad & Fryums,36
2025-03-13,Faridabad,Munchies,Bhujia & Mixtures,87
2025-03-08,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-28,Kharar,Munchies,Bhujia & Mixtures,6
2025-03-09,Zirakpur,Munchies,Bhujia & Mixtures,0
2025-03-04,Bengaluru,Munchies,Papad & Fryums,527
2025-03-03,Mumbai,Munchies,Bhujia & Mixtures,55
2025-03-07,Faridabad,Munchies,Bhujia & Mixtures,244
2025-03-06,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-23,Delhi,Munchies,Bhujia & Mixtures,436
2025-03-30,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-22,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-03,Zirakpur,Munchies,Bhujia & Mixtures,0
2025-03-20,Vellore,Munchies,Bhujia & Mixtures,8
2025-03-10,Bengaluru,Munchies,Papad & Fryums,564
2025-03-23,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-06,Ahmedabad,Munchies,Bhujia & Mixtures,108
2025-03-12,Ahmedabad,Munchies,Bhujia & Mixtures,92
2025-03-22,Lonavala,Munchies,Papad & Fryums,0
2025-03-11,Vellore,Munchies,Papad & Fryums,0
2025-03-29,Ludhiana,Munchies,Bhujia & Mixtures,20
2025-03-27,Mohali,Munchies,Bhujia & Mixtures,30
2025-03-13,Bengaluru,Munchies,Bhujia & Mixtures,999
2025-03-01,Faridabad,Munchies,Bhujia & Mixtures,14
2025-03-20,Thrissur,Munchies,Papad & Fryums,0
2025-03-13,Manipal,Munchies,Bhujia & Mixtures,3
2025-03-21,Ahmedabad,Munchies,Bhujia & Mixtures,24
2025-03-01,Rohtak,Munchies,Bhujia & Mixtures,0
2025-03-23,Mysore,Munchies,Bhujia & Mixtures,18
2025-03-30,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-08,Mohali,Munchies,Bhujia & Mixtures,36
2025-03-05,Kolkata,Munchies,Bhujia & Mixtures,136
2025-04-01,Kochi,Munchies,Bhujia & Mixtures,18
2025-03-23,Lonavala,Munchies,Papad & Fryums,0
2025-03-01,Thrissur,Munchies,Papad & Fryums,0
2025-03-01,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-25,Gurgaon,Munchies,Bhujia & Mixtures,225
2025-03-10,Visakhapatnam,Munchies,Bhujia & Mixtures,20
2025-03-13,Dharwad,Munchies,Papad & Fryums,0
2025-03-01,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-23,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-13,Ahmedabad,Munchies,Bhujia & Mixtures,77
2025-03-28,Panchkula,Munchies,Bhujia & Mixtures,9
2025-04-02,Madurai,Munchies,Papad & Fryums,0
2025-03-03,Mysore,Munchies,Bhujia & Mixtures,0
2025-03-11,Belgaum,Munchies,Bhujia & Mixtures,0
2025-04-01,Jaipur,Munchies,Bhujia & Mixtures,49
2025-03-16,Saharanpur,Munchies,Bhujia & Mixtures,3
2025-03-17,Lucknow,Munchies,Bhujia & Mixtures,9
2025-03-11,Kochi,Munchies,Papad & Fryums,0
2025-03-28,Hyderabad,Munchies,Papad & Fryums,72
2025-03-28,Mysore,Munchies,Papad & Fryums,6
2025-03-13,Amritsar,Munchies,Bhujia & Mixtures,12
2025-03-10,Vellore,Munchies,Papad & Fryums,0
2025-03-18,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-09,Chennai,Munchies,Bhujia & Mixtures,208
2025-03-01,Pune,Munchies,Bhujia & Mixtures,99
2025-03-23,Kochi,Munchies,Bhujia & Mixtures,42
2025-03-21,Thrissur,Munchies,Papad & Fryums,0
2025-03-18,Mumbai,Munchies,Bhujia & Mixtures,339
2025-03-05,Ghaziabad,Munchies,Bhujia & Mixtures,228
2025-03-06,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-31,Meerut,Munchies,Bhujia & Mixtures,19
2025-03-03,Meerut,Munchies,Bhujia & Mixtures,3
2025-03-19,Belgaum,Munchies,Bhujia & Mixtures,6
2025-03-26,Belgaum,Munchies,Papad & Fryums,0
2025-03-23,Tiruchirapalli,Munchies,Bhujia & Mixtures,6
2025-04-02,Mumbai,Munchies,Papad & Fryums,0
2025-03-24,Kochi,Munchies,Bhujia & Mixtures,12
2025-03-08,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-04,Mangaluru,Munchies,Bhujia & Mixtures,8
2025-03-13,Chennai,Munchies,Papad & Fryums,50
2025-03-12,Mangaluru,Munchies,Bhujia & Mixtures,4
2025-03-07,Mohali,Munchies,Bhujia & Mixtures,16
2025-03-18,Mangaluru,Munchies,Papad & Fryums,0
2025-03-06,Vijayawada,Munchies,Bhujia & Mixtures,40
2025-03-31,Kochi,Munchies,Bhujia & Mixtures,25
2025-03-29,Ambala,Munchies,Bhujia & Mixtures,8
2025-04-01,Mohali,Munchies,Bhujia & Mixtures,3
2025-03-27,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-25,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-28,Vijayawada,Munchies,Papad & Fryums,15
2025-03-07,Bhiwadi,Munchies,Bhujia & Mixtures,4
2025-03-26,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-27,Coimbatore,Munchies,Papad & Fryums,0
2025-03-10,Patiala,Munchies,Bhujia & Mixtures,0
2025-03-23,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-07,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-19,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-22,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-04-02,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-17,Erode,Munchies,Bhujia & Mixtures,6
2025-03-09,Erode,Munchies,Bhujia & Mixtures,0
2025-03-30,Faridabad,Munchies,Bhujia & Mixtures,11
2025-03-24,Chennai,Munchies,Bhujia & Mixtures,159
2025-03-08,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-21,Coimbatore,Munchies,Papad & Fryums,0
2025-03-06,Sonipat,Munchies,Bhujia & Mixtures,8
2025-03-13,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-29,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-21,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-24,Agra,Munchies,Bhujia & Mixtures,12
2025-03-18,Mohali,Munchies,Bhujia & Mixtures,4
2025-03-21,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-08,Faridabad,Munchies,Bhujia & Mixtures,176
2025-03-19,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-16,Faridabad,Munchies,Bhujia & Mixtures,24
2025-03-01,Bhiwadi,Munchies,Bhujia & Mixtures,6
2025-03-08,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-21,Pune,Munchies,Papad & Fryums,62
2025-03-18,Thrissur,Munchies,Papad & Fryums,0
2025-03-07,Kolkata,Munchies,Bhujia & Mixtures,128
2025-03-22,Faridabad,Munchies,Bhujia & Mixtures,28
2025-03-30,Agra,Munchies,Bhujia & Mixtures,3
2025-04-02,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-12,Amritsar,Munchies,Bhujia & Mixtures,32
2025-04-02,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-22,Visakhapatnam,Munchies,Papad & Fryums,56
2025-03-20,Sonipat,Munchies,Bhujia & Mixtures,20
2025-03-03,Bengaluru,Munchies,Papad & Fryums,48
2025-03-27,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-28,Pune,Munchies,Bhujia & Mixtures,78
2025-03-24,Dharwad,Munchies,Papad & Fryums,0
2025-03-10,Agra,Munchies,Bhujia & Mixtures,4
2025-03-16,Kozhikode,Munchies,Papad & Fryums,0
2025-03-31,Kanpur,Munchies,Bhujia & Mixtures,1
2025-03-29,Erode,Munchies,Papad & Fryums,0
2025-03-06,Guntur,Munchies,Bhujia & Mixtures,8
2025-03-16,Belgaum,Munchies,Papad & Fryums,0
2025-03-06,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-05,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-21,Vijayawada,Munchies,Bhujia & Mixtures,18
2025-03-25,Ludhiana,Munchies,Bhujia & Mixtures,39
2025-03-28,Vijayawada,Munchies,Bhujia & Mixtures,0
2025-03-21,Kochi,Munchies,Bhujia & Mixtures,54
2025-03-25,Navsari,Munchies,Bhujia & Mixtures,0
2025-03-17,Ahmedabad,Munchies,Bhujia & Mixtures,18
2025-03-10,Dharwad,Munchies,Papad & Fryums,0
2025-03-29,Bhiwadi,Munchies,Bhujia & Mixtures,0
2025-03-21,Bhiwadi,Munchies,Bhujia & Mixtures,0
2025-03-22,Vijayawada,Munchies,Papad & Fryums,0
2025-03-11,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-17,Chennai,Munchies,Papad & Fryums,33
2025-03-12,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-23,Erode,Munchies,Bhujia & Mixtures,0
2025-04-01,Kanpur,Munchies,Bhujia & Mixtures,0
2025-03-12,Mathura,Munchies,Bhujia & Mixtures,8
2025-03-31,Bharuch,Munchies,Bhujia & Mixtures,0
2025-03-21,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-12,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-03,Ahmedabad,Munchies,Bhujia & Mixtures,5
2025-03-29,Kochi,Munchies,Bhujia & Mixtures,40
2025-03-21,Sonipat,Munchies,Bhujia & Mixtures,12
2025-03-20,Madurai,Munchies,Papad & Fryums,0
2025-03-06,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-01,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-24,Navsari,Munchies,Bhujia & Mixtures,0
2025-03-09,Delhi,Munchies,Bhujia & Mixtures,993
2025-03-22,Visakhapatnam,Munchies,Bhujia & Mixtures,24
2025-03-11,Aligarh,Munchies,Bhujia & Mixtures,12
2025-03-01,Delhi,Munchies,Bhujia & Mixtures,217
2025-03-26,Coimbatore,Munchies,Bhujia & Mixtures,30
2025-03-28,Yamunanagar,Munchies,Bhujia & Mixtures,6
2025-03-03,Chennai,Munchies,Papad & Fryums,0
2025-03-30,Erode,Munchies,Papad & Fryums,0
2025-03-04,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-16,Mangaluru,Munchies,Bhujia & Mixtures,6
2025-03-01,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-17,Ghaziabad,Munchies,Bhujia & Mixtures,25
2025-03-10,Mumbai,Munchies,Papad & Fryums,480
2025-03-01,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-12,Coimbatore,Munchies,Papad & Fryums,0
2025-03-25,Ahmedabad,Munchies,Bhujia & Mixtures,63
2025-03-30,Kozhikode,Munchies,Papad & Fryums,0
2025-03-11,Kharar,Munchies,Bhujia & Mixtures,8
2025-03-17,Jaipur,Munchies,Bhujia & Mixtures,18
2025-03-24,Erode,Munchies,Bhujia & Mixtures,9
2025-03-13,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-21,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-12,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-26,Kochi,Munchies,Papad & Fryums,6
2025-03-08,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-13,Vijayawada,Munchies,Bhujia & Mixtures,36
2025-03-09,Patiala,Munchies,Bhujia & Mixtures,8
2025-04-02,Amritsar,Munchies,Bhujia & Mixtures,0
2025-03-13,Saharanpur,Munchies,Bhujia & Mixtures,6
2025-03-21,Durgigudi,Munchies,Bhujia & Mixtures,3
2025-03-09,Ghaziabad,Munchies,Bhujia & Mixtures,188
2025-03-12,Madurai,Munchies,Papad & Fryums,0
2025-03-07,Pune,Munchies,Bhujia & Mixtures,408
2025-03-24,Guntur,Munchies,Papad & Fryums,0
2025-03-10,Ghaziabad,Munchies,Bhujia & Mixtures,76
2025-03-03,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-08,Hyderabad,Munchies,Papad & Fryums,152
2025-03-29,Mysore,Munchies,Bhujia & Mixtures,16
2025-03-13,Madurai,Munchies,Papad & Fryums,0
2025-03-21,Madurai,Munchies,Papad & Fryums,0
2025-04-02,Mumbai,Munchies,Bhujia & Mixtures,0
2025-03-29,Chandigarh,Munchies,Bhujia & Mixtures,8
2025-03-06,Bhiwadi,Munchies,Bhujia & Mixtures,8
2025-03-30,Patiala,Munchies,Bhujia & Mixtures,6
2025-03-26,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-26,Belgaum,Munchies,Bhujia & Mixtures,6
2025-03-29,Bengaluru,Munchies,Bhujia & Mixtures,742
2025-03-21,Hyderabad,Munchies,Bhujia & Mixtures,181
2025-03-01,Dharwad,Munchies,Papad & Fryums,0
2025-03-22,Vellore,Munchies,Papad & Fryums,0
2025-03-17,Mangaluru,Munchies,Bhujia & Mixtures,3
2025-03-20,Coimbatore,Munchies,Papad & Fryums,72
2025-03-23,Mangaluru,Munchies,Papad & Fryums,0
2025-03-11,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-07,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-06,Kundli,Munchies,Bhujia & Mixtures,8
2025-03-27,Visakhapatnam,Munchies,Papad & Fryums,12
2025-03-30,Mangaluru,Munchies,Papad & Fryums,0
2025-03-16,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-21,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-29,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-18,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-08,Bengaluru,Munchies,Papad & Fryums,537
2025-03-31,Nashik,Munchies,Papad & Fryums,0
2025-03-22,Chandigarh,Munchies,Bhujia & Mixtures,68
2025-03-12,Kharar,Munchies,Bhujia & Mixtures,0
2025-03-16,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-16,Hyderabad,Munchies,Bhujia & Mixtures,174
2025-03-01,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-29,Thrissur,Munchies,Papad & Fryums,0
2025-03-29,Panchkula,Munchies,Bhujia & Mixtures,20
2025-03-08,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-25,Vijayawada,Munchies,Bhujia & Mixtures,12
2025-03-28,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-13,Ghaziabad,Munchies,Bhujia & Mixtures,121
2025-03-06,Pune,Munchies,Papad & Fryums,280
2025-03-26,Mangaluru,Munchies,Papad & Fryums,0
2025-03-11,Meerut,Munchies,Bhujia & Mixtures,16
2025-03-29,Guntur,Munchies,Papad & Fryums,0
2025-04-02,Chennai,Munchies,Papad & Fryums,0
2025-03-22,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-19,Erode,Munchies,Bhujia & Mixtures,0
2025-03-28,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-20,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-13,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-22,Dharwad,Munchies,Papad & Fryums,0
2025-03-06,Mohali,Munchies,Bhujia & Mixtures,12
2025-04-01,Manipal,Munchies,Papad & Fryums,0
2025-03-16,Mysore,Munchies,Bhujia & Mixtures,0
2025-03-08,Jalandhar,Munchies,Bhujia & Mixtures,24
2025-03-31,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-28,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-10,Manipal,Munchies,Papad & Fryums,0
2025-03-08,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-27,Mumbai,Munchies,Bhujia & Mixtures,225
2025-03-27,Ludhiana,Munchies,Bhujia & Mixtures,12
2025-04-02,Ludhiana,Munchies,Bhujia & Mixtures,0
2025-03-28,Jalandhar,Munchies,Bhujia & Mixtures,0
2025-03-07,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-27,Bhiwadi,Munchies,Bhujia & Mixtures,12
2025-03-12,Mohali,Munchies,Bhujia & Mixtures,8
2025-03-24,Manipal,Munchies,Papad & Fryums,0
2025-03-28,Gurgaon,Munchies,Bhujia & Mixtures,183
2025-03-21,Lonavala,Munchies,Papad & Fryums,0
2025-03-22,Jalandhar,Munchies,Bhujia & Mixtures,56
2025-03-17,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-23,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-06,Noida,Munchies,Bhujia & Mixtures,372
2025-03-05,Ahmedabad,Munchies,Bhujia & Mixtures,34
2025-03-16,Mumbai,Munchies,Papad & Fryums,39
2025-03-18,Manipal,Munchies,Papad & Fryums,0
2025-03-07,Mumbai,Munchies,Bhujia & Mixtures,808
2025-03-13,Mumbai,Munchies,Bhujia & Mixtures,523
2025-03-22,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-08,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-30,Meerut,Munchies,Bhujia & Mixtures,8
2025-03-30,Mumbai,Munchies,Papad & Fryums,49
2025-03-28,Bengaluru,Munchies,Bhujia & Mixtures,494
2025-03-30,Vijayawada,Munchies,Papad & Fryums,0
2025-03-10,Mangaluru,Munchies,Papad & Fryums,0
2025-03-06,Madurai,Munchies,Papad & Fryums,0
2025-03-25,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-19,Kharar,Munchies,Bhujia & Mixtures,0
2025-03-06,Rewa,Munchies,Bhujia & Mixtures,16
2025-04-01,Agra,Munchies,Bhujia & Mixtures,12
2025-03-24,Mangaluru,Munchies,Bhujia & Mixtures,3
2025-03-22,Nellore,Munchies,Bhujia & Mixtures,0
2025-04-02,Kharar,Munchies,Bhujia & Mixtures,0
2025-03-12,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-03,Nashik,Munchies,Papad & Fryums,0
2025-03-03,Ghaziabad,Munchies,Bhujia & Mixtures,1
2025-03-08,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-09,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-16,Nellore,Munchies,Bhujia & Mixtures,3
2025-03-22,Mysore,Munchies,Bhujia & Mixtures,12
2025-04-02,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-20,Noida,Munchies,Bhujia & Mixtures,187
2025-03-31,Rohtak,Munchies,Bhujia & Mixtures,0
2025-03-05,Kharar,Munchies,Bhujia & Mixtures,28
2025-03-11,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-13,Kharar,Munchies,Bhujia & Mixtures,8
2025-03-11,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-16,Mysore,Munchies,Papad & Fryums,0
2025-03-01,Bengaluru,Munchies,Papad & Fryums,191
2025-03-08,Mysore,Munchies,Papad & Fryums,0
2025-03-09,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-17,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-26,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-18,Agra,Munchies,Bhujia & Mixtures,12
2025-03-07,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-13,Belgaum,Munchies,Bhujia & Mixtures,3
2025-03-08,Mysore,Munchies,Bhujia & Mixtures,16
2025-03-20,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-20,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-03,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-16,Mangaluru,Munchies,Papad & Fryums,0
2025-03-06,Mumbai,Munchies,Bhujia & Mixtures,644
2025-03-28,Noida,Munchies,Bhujia & Mixtures,64
2025-03-23,Rohtak,Munchies,Bhujia & Mixtures,3
2025-03-19,Karnal,Munchies,Bhujia & Mixtures,9
2025-03-25,Nashik,Munchies,Bhujia & Mixtures,6
2025-03-30,Jaipur,Munchies,Bhujia & Mixtures,49
2025-03-30,Zirakpur,Munchies,Bhujia & Mixtures,6
2025-03-06,Panchkula,Munchies,Bhujia & Mixtures,16
2025-03-31,Manipal,Munchies,Bhujia & Mixtures,5
2025-03-31,Navsari,Munchies,Bhujia & Mixtures,9
2025-03-23,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-09,Nellore,Munchies,Bhujia & Mixtures,8
2025-04-01,Kharar,Munchies,Bhujia & Mixtures,0
2025-03-17,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-25,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-03,Mysore,Munchies,Papad & Fryums,0
2025-03-16,Nashik,Munchies,Papad & Fryums,0
2025-03-29,Visakhapatnam,Munchies,Bhujia & Mixtures,24
2025-03-20,Mumbai,Munchies,Bhujia & Mixtures,536
2025-03-13,Hyderabad,Munchies,Bhujia & Mixtures,468
2025-04-01,Alwar,Munchies,Bhujia & Mixtures,3
2025-03-21,Noida,Munchies,Bhujia & Mixtures,97
2025-03-05,Alwar,Munchies,Bhujia & Mixtures,16
2025-03-22,Mysore,Munchies,Papad & Fryums,4
2025-03-03,Manipal,Munchies,Papad & Fryums,0
2025-03-08,Bahadurgarh,Munchies,Bhujia & Mixtures,8
2025-03-10,Chennai,Munchies,Papad & Fryums,64
2025-03-27,Karnal,Munchies,Bhujia & Mixtures,3
2025-03-23,Erode,Munchies,Papad & Fryums,0
2025-03-05,Kochi,Munchies,Papad & Fryums,0
2025-03-05,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-22,Delhi,Munchies,Bhujia & Mixtures,801
2025-03-30,Delhi,Munchies,Bhujia & Mixtures,407
2025-03-18,Ludhiana,Munchies,Bhujia & Mixtures,32
2025-03-08,Zirakpur,Munchies,Bhujia & Mixtures,24
2025-03-04,Belgaum,Munchies,Papad & Fryums,0
2025-03-21,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-16,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-29,Vijayawada,Munchies,Bhujia & Mixtures,60
2025-03-04,Kharar,Munchies,Bhujia & Mixtures,12
2025-03-03,Mumbai,Munchies,Papad & Fryums,42
2025-03-26,Amritsar,Munchies,Bhujia & Mixtures,15
2025-03-26,Panchkula,Munchies,Bhujia & Mixtures,18
2025-03-23,Kozhikode,Munchies,Papad & Fryums,0
2025-03-21,Visakhapatnam,Munchies,Bhujia & Mixtures,3
2025-03-01,Mysore,Munchies,Bhujia & Mixtures,16
2025-03-06,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-26,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-29,Noida,Munchies,Bhujia & Mixtures,183
2025-03-11,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-13,Kochi,Munchies,Papad & Fryums,6
2025-03-19,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-27,Sonipat,Munchies,Bhujia & Mixtures,12
2025-03-23,Belgaum,Munchies,Papad & Fryums,0
2025-04-02,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-08,Bengaluru,Munchies,Bhujia & Mixtures,1216
2025-03-09,Vellore,Munchies,Papad & Fryums,0
2025-03-20,Coimbatore,Munchies,Bhujia & Mixtures,12
2025-03-17,Vellore,Munchies,Papad & Fryums,0
2025-03-24,Patiala,Munchies,Bhujia & Mixtures,0
2025-03-24,Ghaziabad,Munchies,Bhujia & Mixtures,33
2025-03-22,Vellore,Munchies,Bhujia & Mixtures,8
2025-03-29,Nellore,Munchies,Bhujia & Mixtures,16
2025-03-12,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-21,Hyderabad,Munchies,Papad & Fryums,24
2025-03-31,Ghaziabad,Munchies,Bhujia & Mixtures,117
2025-03-07,Hyderabad,Munchies,Bhujia & Mixtures,416
2025-03-20,Kundli,Munchies,Bhujia & Mixtures,20
2025-03-22,Gurgaon,Munchies,Bhujia & Mixtures,408
2025-03-30,Vellore,Munchies,Bhujia & Mixtures,9
2025-03-29,Zirakpur,Munchies,Bhujia & Mixtures,28
2025-03-29,Kolkata,Munchies,Bhujia & Mixtures,88
2025-03-16,Patiala,Munchies,Bhujia & Mixtures,0
2025-03-17,Faridabad,Munchies,Bhujia & Mixtures,82
2025-03-06,Kharar,Munchies,Bhujia & Mixtures,0
2025-03-31,Mangaluru,Munchies,Bhujia & Mixtures,10
2025-03-03,Rohtak,Munchies,Bhujia & Mixtures,0
2025-03-11,Rohtak,Munchies,Bhujia & Mixtures,20
2025-03-25,Visakhapatnam,Munchies,Papad & Fryums,6
2025-03-17,Amritsar,Munchies,Bhujia & Mixtures,12
2025-03-04,Guntur,Munchies,Papad & Fryums,0
2025-03-01,Mangaluru,Munchies,Bhujia & Mixtures,4
2025-03-09,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-18,Coimbatore,Munchies,Papad & Fryums,16
2025-03-04,Coimbatore,Munchies,Papad & Fryums,0
2025-03-10,Coimbatore,Munchies,Papad & Fryums,0
2025-03-18,Guntur,Munchies,Papad & Fryums,0
2025-03-16,Jaipur,Munchies,Bhujia & Mixtures,15
2025-03-05,Durgigudi,Munchies,Bhujia & Mixtures,8
2025-03-04,Chandigarh,Munchies,Bhujia & Mixtures,20
